"DOG_NAME","breed","age","gender","description","shelter_address","shelter_name"
Moritz,Mischling,"3 years",Male,"SOS Forgotten Paws e.V.
Hello everyone, I'm Moritz, a handsome male dog – born in June 2022 – and at 52 cm tall, already fully grown. I'm an active, playful, and cuddly companion who loves life and wants to stick by my human through thick and thin. I'm looking for a loving forever home – a place where I can arrive, find security, and where my humans will guide me through life with heart, patience, and clear leadership. Ideally with you!!! My human and our behavior trainer, Lili. Depending on compatibility, I also get along with other dogs. Children, cats, and other small animals shouldn't be in my home. I would be ideally suited to a couple or a single person with several years of experience with dogs. I'm currently in the typical ""rebellious"" phase – right in the middle of that exciting time where I'm testing my limits. Therefore, I wish for a person who will take on the role of pack leader: someone who will show me, with loving consistency, clarity, and patience, what is allowed – and what isn't. I need structure, security, and someone I can look to for guidance. Then I will quickly grow into a reliable and well-balanced companion. My basic commands aren't perfect yet, but I am intelligent, attentive, and eager to learn. I am being rehomed through the animal welfare organization SOS Vergessene Pfoten Tierschutz e.V. (SOS Forgotten Paws Animal Welfare) with a protection contract and for a rehoming fee of €550. I am, of course, vaccinated, microchipped, dewormed, neutered, and already registered with Tasso. You can purchase a suitable safety harness, a regular harness, a collar, and a leash (all in good condition) for me from our organization. This starter kit ensures that I feel safe, secure, and well cared for from the very beginning. Do you have a place in your heart and on your sofa? Then don't wait any longer. I'm looking forward to meeting you. We would be delighted if you followed us in the Facebook group, on Instagram, and on TikTok. There you'll get lots of insights into our work, the association, and of course, our furry friends. Animal Encounters on Saturday, November 1st. Moritz can be visited in Hagen on Monday, November 2nd, 2025 from 2:00 PM to 5:00 PM and on Sunday, November 2nd, 2025 from 3:00 PM to 5:00 PM at Alter Henkhauser Weg 58 in 58119 Hagen. We look forward to your visit!!
Moritz can be visited in Hagen!!
Tel.: 0160/96925678","Alter Henkhauser Weg 58, 58119 Hagen, Deutschland",SOS Vergessene Pfoten e.V.
Mio,Labrador-Bordercollie-Schäferhund-Mix,"8 years",Male,"New Year – New Luck for Male Dog Mio
Neutered male Mio is a Border Collie, German Shepherd, and Labrador mix, and a real unlucky dog. Not only is he black, which unfortunately still leaves him with a poor chance of being adopted, but he's also mostly experienced the downsides of his life so far. He's now 8 years old, and has spent 7 of those years in poor conditions, including 1 year in an animal shelter.
Mio came to us at the animal shelter in poor nutritional condition. He previously lived on a property with 7 dogs and learned what hunger means. This left its mark on him, and he can develop food aggression toward other dogs. And there's another thing Mio doesn't like at all. Loud men and the smell of alcohol. This, too, has something to do with his previous behavior.
It's all the more surprising that Mio is a really happy dog. Every morning, he's overjoyed to see us and go outside. He loves going for walks, loves water, puddles, digging, and rolling in the grass. He's curious and behaves like a young dog.","Glüsingen 18, 29378 Wittingen, Deutschland",Tierschutzverein Isenhagener Land im Landkreis Gifhorn e. V.
Ares,Stafford-Mix,"6 years",Male,"Ares came to us because his owners were overwhelmed. He was originally found abandoned in the woods as a puppy in 2019. According to the previous owner, the handsome dog had a history of biting. With us, he's a friendly and very peaceful four-legged friend, but he shouldn't be underestimated or handled carelessly. He's also said to vigorously defend his food. To break this kind of behavior, we need animal lovers with experience with dogs, ideally with the breed, who can approach Ares with consistency and patience. Children should not live in the household. Ares is already quite capable: He's house-trained and used to riding in a car. He's also an athletic and alert dog who looks forward to many active hours with the right people.
Due to his sometimes unusual behavior, Ares' adoption is supported by our dog trainer. Several visits to our shelter are necessary so that prospective adopters and our shelter pet can get to know each other in his familiar surroundings. After adoption, attendance at a suitable dog (owner) school is essential. Our animal caretakers will be happy to advise you.
Ares had a special castration procedure, during which both his testicle and his uterus were removed. His animal caretakers will be happy to answer any questions you may have. Otherwise, this handsome dog is very fit and alert.
Please note that Ares is one of the so-called listed dogs, meaning his ownership is prohibited in Brandenburg and is subject to proof of competence in Berlin. Furthermore, muzzles and leashes are mandatory in Berlin.","Hausvaterweg 39, 13057 Berlin, Germany",Tierheim Berlin
Pauline,Mischling,"6 years",Female,"We adopted Pauline, a mixed-breed dog, along with her six puppies from one of our member associations. They originally came from an animal hoarding case.
To best prepare Pauline for life in her new home, we are currently working on getting her used to a collar, harness, and leash.
For Pauline, we are looking for patient people who will stick with her through thick and thin and show her the good things in life. With a little sensitivity and training, Pauline will become a truly loyal companion.
The placement of one of our dogs usually proceeds as follows:","Hochkreit 8, 82401 Rottenbuch, Deutschland","Sonnenhof für Mensch und Tier, eine Einrichtung vom Deutschen Tierschutzbund e.V."
Pille,Mischling,"5 years",Female,"Power Pill—that's probably the best name for our little mouse. When Pille is around, you can tell, because she's a real cheerleader. She's not so fond of other dogs, but depending on how well they like her, she can get along with them.
Despite her medium size, Pille has a lot of strength and definitely needs to be trained, especially when walking on a leash. She's definitely not a couch potato and wants to experience a lot. Dog sports would certainly be interesting for her.
People with experience with herding dogs would be a great fit for Pille, because this opinionated little mouse is not for beginners. We're currently practicing reliably wearing a muzzle with her when we go for walks.
Children and cats/small animals should not live in the household.","An der Leege, 25 Osterode am Harz, Germany",Tierschutz für Osterode und Umgebung e.V. / Tierheim Osterode
Jacky,Jack Russell Mischling,"11 years",Male,"Jacky was given to us because of a move. Unfortunately, despite long conversations and explicit questions, the previous owners didn't tell us everything about the little guy, so we're left with speculation as to whether it was solely the move.
Jacky is actually a great little guy. He loves going for walks, loves to cuddle, and enjoys being with people. However, he doesn't like having his harness removed; he bites at the leash, harness, and hands.

","An der Leege, 25 Osterode am Harz, Germany",Tierschutz für Osterode und Umgebung e.V. / Tierheim Osterode
Jason,Schäferhund,"5 years",Male,"",https://getbalu.com/pets/dog,https://getbalu.com/pets/dog
Lia,Mischling,"3 years",Female,"Lia is a sensitive, approximately 2.5-year-old, spayed female dog with a shaggy look, perhaps an Irish Wolfhound mix? Lia is about 65 cm tall, so friends of large dogs are needed.
Lia is still a bit shy around people, but she is happy to be bribed with treats.
We are looking for a quiet home for our gentle giant with loving and patient two-legged friends who will show her how wonderful life is as a real family member.
Lia loves to lie outside. Our dream would therefore be a home with a well-fenced garden, where she can decide for herself whether to stay outside or come inside. Small children and small pets should not be present in the new home.","Strückerberger Straße 100A, 58256 Ennepetal, Deutschland",Tierheim Strückerberg e.V.
Enrico,Laika,"9 years",Male,"






","Hausvaterweg 39, 13057 Berlin, Germany",Tierheim Berlin
Fina,franz. Bulldogge,"7 years",Female,"Fina had already been adopted, but she returned after 6 months because she was able to successfully take over in her new home! Fina is NOT a dog for beginners! If not guided consistently, Fina likes to take matters into her own hands and manage resources and space. The princess status often associated with this breed is poison for Finchen and goes to her head. Without a stable companion, she quickly becomes a terror queen who rules her family on her terms. She needs clear body language and rules. She sees purely positive training methods based on positive conditioning and treats as a weakness and will question them after a short time. Here with us, she works well in the dog group. However, it must also be clear that the human is leading the group. Once she has found her place and knows that she is not under the control of the owner, she is a cuddly, friendly dog who enjoys walks, can be left alone, and also rides well in the car. Unfortunately, she has developed an allergy and is given a tablet twice a day. This means she is symptom-free. She also has bilateral keratoconjunctivitis sicca, meaning she doesn't produce tears, which, if left untreated, leads to painful irritation and itching. Therefore, she needs to apply eye ointment several times a day, which she tolerates well. Fina is neutered. Cats and small animals should not live in her new home. She will also not be rehomed with children. She wears a muzzle without any problems, which she will continue to need in certain situations (e.g., at the vet).","Liebigstraße 51, 47608 Geldern, Germany",Tierheim Geldern
